roi_id,name,network,hemisphere,x,y,z
337,7Networks_RH_Cont_Par_6,Cont,RH,40.95,-55.14,48.63
338,7Networks_RH_Cont_Temp_1,Cont,RH,61.70,-28.72,-19.81
339,7Networks_RH_Cont_Temp_2,Cont,RH,63.28,-42.22,-10.62
340,7Networks_RH_Cont_PFCv_1,Cont,RH,33.92,21.13,-7.71
341,7Networks_RH_Cont_PFCl_1,Cont,RH,27.88,54.78,-13.50
342,7Networks_RH_Cont_PFCl_2,Cont,RH,42.29,50.95,-6.25
343,7Networks_RH_Cont_PFCl_3,Cont,RH,27.47,59.23,2.84
344,7Networks_RH_Cont_PFCl_4,Cont,RH,48.96,39.94,5.02
345,7Networks_RH_Cont_PFCl_5,Cont,RH,41.72,45.89,14.28
346,7Networks_RH_Cont_PFCl_6,Cont,RH,49.08,30.34,18.29
347,7Networks_RH_Cont_PFCl_7,Cont,RH,48.29,18.11,23.59
348,7Networks_RH_Cont_PFCl_8,Cont,RH,25.25,54.12,24.82
349,7Networks_RH_Cont_PFCl_9,Cont,RH,47.34,28.93,28.02
350,7Networks_RH_Cont_PFCl_10,Cont,RH,39.33,10.70,33.82
351,7Networks_RH_Cont_PFCl_11,Cont,RH,39.01,33.44,38.02
352,7Networks_RH_Cont_PFCl_12,Cont,RH,44.56,18.93,43.49
353,7Networks_RH_Cont_PFCl_13,Cont,RH,43.16,6.05,50.39
354,7Networks_RH_Cont_PFCl_14,Cont,RH,34.36,15.61,55.46
355,7Networks_RH_Cont_PFCl_15,Cont,RH,24.30,9.90,57.86
356,7Networks_RH_Cont_pCun_1,Cont,RH,13.12,-71.50,38.99
357,7Networks_RH_Cont_pCun_2,Cont,RH,5.74,-63.99,43.64
358,7Networks_RH_Cont_Cing_1,Cont,RH,6.36,-26.32,27.90
359,7Networks_RH_Cont_Cing_2,Cont,RH,4.78,1.39,30.32
360,7Networks_RH_Cont_PFCmp_1,Cont,RH,7.49,34.86,25.18
361,7Networks_RH_Cont_PFCmp_2,Cont,RH,4.85,28.27,48.12
362,7Networks_RH_Default_Par_1,Default,RH,54.44,-45.69,19.68
363,7Networks_RH_Default_Par_2,Default,RH,48.43,-64.11,21.70
364,7Networks_RH_Default_Par_3,Default,RH,53.20,-53.29,25.82
365,7Networks_RH_Default_Par_4,Default,RH,56.05,-45.38,32.26
366,7Networks_RH_Default_Par_5,Default,RH,47.52,-64.28,41.66
367,7Networks_RH_Default_Temp_1,Default,RH,49.13,8.57,-32.82
368,7Networks_RH_Default_Temp_2,Default,RH,60.49,-7.53,-22.92
369,7Networks_RH_Default_Temp_3,Default,RH,47.66,16.05,-20.12
370,7Networks_RH_Default_Temp_4,Default,RH,54.78,-4.06,-14.18
371,7Networks_RH_Default_Temp_5,Default,RH,62.89,-23.10,-7.47
372,7Networks_RH_Default_Temp_6,Default,RH,48.99,-20.06,-7.38
373,7Networks_RH_Default_Temp_7,Default,RH,63.28,-37.57,0.19
374,7Networks_RH_Default_Temp_8,Default,RH,50.40,-33.14,1.55
375,7Networks_RH_Default_PFCv_1,Default,RH,34.98,23.04,-17.23
376,7Networks_RH_Default_PFCv_2,Default,RH,35.11,37.70,-13.65
377,7Networks_RH_Default_PFCv_3,Default,RH,48.03,31.57,-7.79
378,7Networks_RH_Default_PFCv_4,Default,RH,53.34,23.78,6.45
379,7Networks_RH_Default_PFCdPFCm_1,Default,RH,5.36,40.40,-10.25
380,7Networks_RH_Default_PFCdPFCm_2,Default,RH,9.37,66.65,1.05
381,7Networks_RH_Default_PFCdPFCm_3,Default,RH,7.64,42.03,4.18
382,7Networks_RH_Default_PFCdPFCm_4,Default,RH,7.42,53.99,12.82
383,7Networks_RH_Default_PFCdPFCm_5,Default,RH,17.53,64.91,16.17
384,7Networks_RH_Default_PFCdPFCm_6,Default,RH,5.73,24.77,18.24
385,7Networks_RH_Default_PFCdPFCm_7,Default,RH,6.33,57.61,29.44
386,7Networks_RH_Default_PFCdPFCm_8,Default,RH,16.36,52.75,35.86
387,7Networks_RH_Default_PFCdPFCm_9,Default,RH,4.79,44.51,40.06
388,7Networks_RH_Default_PFCdPFCm_10,Default,RH,26.25,34.53,39.30
389,7Networks_RH_Default_PFCdPFCm_11,Default,RH,13.92,39.11,52.15
390,7Networks_RH_Default_PFCdPFCm_12,Default,RH,23.96,25.72,50.78
391,7Networks_RH_Default_PFCdPFCm_13,Default,RH,11.97,19.70,62.84
392,7Networks_RH_Default_pCunPCC_1,Default,RH,12.59,-54.87,15.59
393,7Networks_RH_Default_pCunPCC_2,Default,RH,7.32,-43.68,19.75
394,7Networks_RH_Default_pCunPCC_3,Default,RH,16.49,-63.35,27.51
395,7Networks_RH_Default_pCunPCC_4,Default,RH,5.82,-52.25,22.95
396,7Networks_RH_Default_pCunPCC_5,Default,RH,4.90,-63.34,31.35
397,7Networks_RH_Default_pCunPCC_6,Default,RH,6.70,-38.80,34.84
398,7Networks_RH_Default_pCunPCC_7,Default,RH,4.10,-19.70,37.04
399,7Networks_RH_Default_pCunPCC_8,Default,RH,9.89,-52.61,35.13
400,7Networks_RH_Default_pCunPCC_9,Default,RH,7.21,-49.64,44.44
